genre,wiki_title,confidence,source
brass ensemble,Hypnotic Brass Ensemble,medium,wikipedia_fallback
miami bass,Miami bass,high,wikidata
classical accordion,Accordion in music,medium,wikipedia_fallback
australian dance,Dance in Australia,medium,wikipedia_fallback
nu skool breaks,Nu skool breaks,high,wikidata
classical tuba,Walter Sear,medium,wikipedia_fallback
cuban electronic,Ibeyi,medium,wikipedia_fallback
abstract beats,Twilight Circus Dub Sound System,medium,wikipedia_fallback
german house,Middle German house,medium,wikipedia_fallback
greek house,Claydee,medium,wikipedia_fallback
electroacoustic improvisation,Electroacoustic improvisation,high,wikidata
cape town indie,Contemporary folk music,medium,wikipedia_fallback
musica occitana,,none,unmatched
lebanese indie,Soap Kills,medium,wikipedia_fallback
tribute,Tribute act,medium,wikipedia_fallback
santa fe indie,Maxim Ludwig,medium,wikipedia_fallback
indie shoegaze,Dråpe,medium,wikipedia_fallback
rebel blues,Desert blues,medium,wikipedia_fallback
ambient pop,Ambient pop,high,wikidata
american modern classical,Music genre,medium,wikipedia_fallback
theme,List of Pokémon theme songs,medium,wikipedia_fallback
antideutsche,,none,unmatched
er ge,Private Corner,medium,wikipedia_fallback
polish experimental,Kobong (band),medium,wikipedia_fallback
music hall,Music hall,high,wikidata
scorecore,,none,unmatched
egyptian traditional,Rifaat Garrana,medium,wikipedia_fallback
african metal,African heavy metal,high,wikidata
drill francais,Hip-hop,medium,wikipedia_fallback
dmv rap,Kung Fu (YBN Cordae song),medium,wikipedia_fallback
kritika,Music of Crete,medium,wikipedia_fallback
bhajan,Bhajan,high,wikidata
diy emo,Lo-fi music,medium,wikipedia_fallback
louisiana metal,Music genre,medium,wikipedia_fallback
virgin islands reggae,Music of the Virgin Islands,medium,wikipedia_fallback
dembow,Dominican dembow,high,wikidata
dixieland,Dixieland jazz,high,wikidata
deep vocal jazz,Music genre,medium,wikipedia_fallback
kizomba,Kizomba,high,wikidata
scottish americana,Dean Owens,medium,wikipedia_fallback
canadian country,Canadian country music,high,wikidata
musica maranhense,Manoel Gomes,medium,wikipedia_fallback
finnish idol pop,Anna Abreu,medium,wikipedia_fallback
hardcore,Hardcore punk,high,wikidata
finnish alternative rock,Blind Channel,medium,wikipedia_fallback
rock brasiliense,Music of Brazil,medium,wikipedia_fallback
reggaeton colombiano,Maluma,medium,wikipedia_fallback
cumbia funk,List of music genres and styles,medium,wikipedia_fallback
nordic post-rock,List of music genres and styles,medium,wikipedia_fallback
rap dominicano,Hip hop in the Dominican Republic,high,wikidata
african gospel,Sign of a Victory,medium,wikipedia_fallback
piada,Chico Buarque de Hollanda (album),medium,wikipedia_fallback
ukrainian classical piano,Music genre,medium,wikipedia_fallback
soul jazz,Soul jazz,high,wikidata
morna,Morna (music),high,wikidata
xtra raw,Angel Dust (American band),medium,wikipedia_fallback
brazilian stoner rock,Far from Alaska,medium,wikipedia_fallback
pinoy singer-songwriter,List of music genres and styles,medium,wikipedia_fallback
kalmar indie,Music of Uruguay,medium,wikipedia_fallback
israeli mediterranean,Mizrahi music,medium,wikipedia_fallback
bongo flava,Bongo Flava,high,wikidata
trap catala,The Tyets,medium,wikipedia_fallback
gujarati pop,Music of Gujarat,medium,wikipedia_fallback
thai metal,Music genre,medium,wikipedia_fallback
cumbia chilena,New Chilean cumbia,medium,wikipedia_fallback
trap peruano,Music of Latin America,medium,wikipedia_fallback
eventyr,Eventyr,medium,wikipedia_fallback
muzica bisericeasca,Church music,high,wikidata
nyckelharpa,Music of Sweden,medium,wikipedia_fallback
shabad,Sikh music,medium,wikipedia_fallback
boston folk,Kris Delmhorst,medium,wikipedia_fallback
rabindra sangeet,Rabindra Sangeet,high,wikidata
indie anthem-folk,List of music genres and styles,medium,wikipedia_fallback
musica crista reformada,,none,unmatched
maloya,Maloya,high,wikidata
kora,Kora (album),medium,wikipedia_fallback
sakura wars,Sakura Wars,medium,wikipedia_fallback
austrian choir,Arnold Schoenberg Choir,medium,wikipedia_fallback
punk colombiano,Music of Colombia,medium,wikipedia_fallback
detskie rasskazy,,none,unmatched
mathgrind,Mathcore,medium,wikipedia_fallback
austin singer-songwriter,Ramsay Midwood,medium,wikipedia_fallback
kashmiri pop,Aabha Hanjura,medium,wikipedia_fallback
skiffle,Skiffle,high,wikidata
gaita zuliana,Gaita zuliana,high,wikidata
indonesian indie rock,Efek Rumah Kaca,medium,wikipedia_fallback
musica angolana,Music of Angola,high,wikidata
indonesian electronic,HMGNC,medium,wikipedia_fallback
early music choir,Portals of Grace,medium,wikipedia_fallback
australian metalcore,Parkway Drive,medium,wikipedia_fallback
oulu metal,Music of Finland,medium,wikipedia_fallback
plena uruguaya,DTMF (song),medium,wikipedia_fallback
finnish progressive metal,Amorphis,medium,wikipedia_fallback
brazilian doom metal,List of music genres and styles,medium,wikipedia_fallback
norwegian death metal,Death metal,medium,wikipedia_fallback
icelandic black metal,Sólstafir,medium,wikipedia_fallback
moldovan pop,Dara (Moldovan singer),medium,wikipedia_fallback
nottingham indie,Swimming (band),medium,wikipedia_fallback
scream rap,Trap metal,high,wikidata
belgian new wave,Machiavel (band),medium,wikipedia_fallback
uk dance,UK Dance Singles and Albums Charts,medium,wikipedia_fallback
vintage reggae,Tinga Stewart,medium,wikipedia_fallback
outsider,Outsider house,medium,wikipedia_fallback
otacore,Nerdcore,medium,wikipedia_fallback
afrofuturism,Afrofuturism,medium,wikipedia_fallback
wave,New wave music,medium,wikipedia_fallback
musica sarda,Music of Sardinia,high,wikidata
swing italiano,Yilian Cañizares,medium,wikipedia_fallback
melbourne bounce,Melbourne bounce,high,wikidata
japanese shoegaze,Supercar (band),medium,wikipedia_fallback
calming instrumental,Music genre,medium,wikipedia_fallback
boy pop,Boy Pop,medium,wikipedia_fallback
icelandic experimental,Örvar Þóreyjarson Smárason,medium,wikipedia_fallback
gamelan,Gamelan,high,wikidata
elektropunk,Synth-punk,high,wikidata
deep eurodance,List of music genres and styles,medium,wikipedia_fallback
zespol dzieciecy,,none,unmatched
post-punk,Post-punk,high,wikidata
sound team,Nihon Falcom,medium,wikipedia_fallback
old school hard trance,List of music genres and styles,medium,wikipedia_fallback
movie tunes,At the Movies (Gary Williams album),medium,wikipedia_fallback
uae indie,Music of the United Arab Emirates,medium,wikipedia_fallback
cologne electronic,Bob Humid,medium,wikipedia_fallback
taiwan electronic,Music genre,medium,wikipedia_fallback
modular synth,Modular synthesizer,medium,wikipedia_fallback
throat singing,Throat singing,high,wikidata
early american folk,American folk music,medium,wikipedia_fallback
experimental psych,Josh Garza,medium,wikipedia_fallback
gypsy,Gypsy punk,medium,wikipedia_fallback
danish indie,The Fashion,medium,wikipedia_fallback
korean electropop,DJ Clazzi,medium,wikipedia_fallback
experimental r&b,Alternative R&B,medium,wikipedia_fallback
chinese talent show,Sharon Kwan,medium,wikipedia_fallback
jaw harp,Jew's harp music,medium,wikipedia_fallback
indie soul,Selector Radio,medium,wikipedia_fallback
jumpstyle,Jumpstyle,high,wikidata
greek folk,Greek traditional music,high,wikidata
birthday,The Birthday Party (band),medium,wikipedia_fallback
disco house,Disco house,high,wikidata
minneapolis sound,Minneapolis sound,high,wikidata
p funk,Parliament-Funkadelic,medium,wikipedia_fallback
english renaissance,English Renaissance,medium,wikipedia_fallback
central asian folk,Music of Turkmenistan,medium,wikipedia_fallback
experimental hip hop,Alternative hip-hop,medium,wikipedia_fallback
japanese post-rock,Toe (band),medium,wikipedia_fallback
latvian pop,Musiqq,medium,wikipedia_fallback
indie jazz,Post-bop,medium,wikipedia_fallback
acousmatic,Acousmatic music,high,wikidata
inuit traditional,Artcirq,medium,wikipedia_fallback
dutch dnb,Electronic dance music,medium,wikipedia_fallback
miami indie,Rachel Goodrich,medium,wikipedia_fallback
vocaloid,Vocaloid music,high,wikidata
tassie indie,2000 in British music,medium,wikipedia_fallback
lagu timur,Pop kreatif,medium,wikipedia_fallback
sinhala edm,Honorific nicknames in popular music,medium,wikipedia_fallback
livetronica,Livetronica,high,wikidata
glee club,Georgia Tech Glee Club,medium,wikipedia_fallback
comedy rap,Comedy hip-hop,high,wikidata
bass house,Bass house (music),high,wikidata
wandelweiser,Wandelweiser,medium,wikipedia_fallback
musica de fondo,Background music,high,wikidata
icelandic choir,Love Streams (album),medium,wikipedia_fallback
musica ponta-grossense,,none,unmatched
trova mexicana,Music of Mexico,medium,wikipedia_fallback
argentine hardcore,Fun People,medium,wikipedia_fallback
emo,Emo,high,wikidata
men's choir,Men's chorus,medium,wikipedia_fallback
himachali pop,Music of India,medium,wikipedia_fallback
uk diy punk,Music of South Africa,medium,wikipedia_fallback
mindfulness,Mindful Yoga,medium,wikipedia_fallback
bozlak,Bozlak,high,wikidata
autonomous black metal,Sludge metal,medium,wikipedia_fallback
lesotho traditional,Music genre,medium,wikipedia_fallback
jazz orchestra,Big band,medium,wikipedia_fallback
montana roots,Country music,medium,wikipedia_fallback
truck-driving country,Truck-driving country,high,wikidata
jazz metal,Jazz fusion,medium,wikipedia_fallback
khaleeji iraqi,Khaliji (music),medium,wikipedia_fallback
norwegian americana,Herr Nilsen Jazz Club,medium,wikipedia_fallback
super sentai,Super Sentai,medium,wikipedia_fallback
rap conscient,Political hip-hop,high,wikidata
country road,List of programming syndicated by iHeartMedia,medium,wikipedia_fallback
black thrash,Black metal,medium,wikipedia_fallback
drama,Thriller (genre),medium,wikipedia_fallback
trap venezolano,Music of Latin America,medium,wikipedia_fallback
rap lyonnais,Gims,medium,wikipedia_fallback
russian post-rock,Kauan,medium,wikipedia_fallback
industrial black metal,Industrial metal,medium,wikipedia_fallback
cumbia,Cumbia (Colombia),high,wikidata
tango cancion,Tango music,medium,wikipedia_fallback
cuento infantile,Daniel Fortea,medium,wikipedia_fallback
battle rap,Battle rap,high,wikidata
nashville americana,Rodney Crowell,medium,wikipedia_fallback
midwest americana,Murzik,medium,wikipedia_fallback
diy pop punk,G'Ra Asim,medium,wikipedia_fallback
punk mexicano,List of music genres and styles,medium,wikipedia_fallback
country pop,Country pop,high,wikidata
rap espanol,Spanish hip hop,high,wikidata
zouk,Zouk,high,wikidata
korean instrumental,Hwang Byungki,medium,wikipedia_fallback
rock catarinense,Music of Brazil,medium,wikipedia_fallback
rap maroc,Moroccan hip-hop,high,wikidata
vancouver punk,Canadian punk rock,medium,wikipedia_fallback
mexican son,Son mexicano,high,wikidata
finnish hardcore,Impaled Nazarene,medium,wikipedia_fallback
unblack metal,Unblack metal,high,wikidata
south asian metal,Wootz steel,medium,wikipedia_fallback
vietnamese bolero,Chế Linh,medium,wikipedia_fallback
tamburica,Croatian tamburica,high,wikidata
cinematic post-rock,Dear Avalanche,medium,wikipedia_fallback
folclore tucumano,,none,unmatched
remix product,Beta Monkey Music,medium,wikipedia_fallback
peruvian punk,Dalevuelta,medium,wikipedia_fallback
british math rock,Foals (band),medium,wikipedia_fallback
jazz quartet,Modern Jazz Quartet,medium,wikipedia_fallback
metal baiano,Pagode baiano,medium,wikipedia_fallback
tijuana electronic,Timeline of electronic music genres,medium,wikipedia_fallback
finnish techno,Yotto,medium,wikipedia_fallback
grindcore,Grindcore,high,wikidata
gregorian chant,Gregorian chant,high,wikidata
melodic metalcore,Melodic metalcore,high,wikidata
voidgrind,,none,unmatched
swedish grindcore,Nasum,medium,wikipedia_fallback
dutch death metal,Music of the Netherlands,medium,wikipedia_fallback
war metal,Blackened death metal,medium,wikipedia_fallback
ukrainian choir,Peter Deriashnyj,medium,wikipedia_fallback
deep free jazz,Music genre,medium,wikipedia_fallback
icelandic jazz,Laufey (singer),medium,wikipedia_fallback
indie salvadoreno,,none,unmatched
emocore,Emo,high,wikidata
tavern,Sublime (band),medium,wikipedia_fallback
accordeon,Accordion,medium,wikipedia_fallback
deep soundtrack,In Too Deep (soundtrack),medium,wikipedia_fallback
rap metalcore,List of music genres and styles,medium,wikipedia_fallback
ebm,Electronic body music,high,wikidata
minimal dubstep,Post-dubstep,medium,wikipedia_fallback
kundalini,Live in Las Vegas (Dave Matthews and Tim Reynolds album),medium,wikipedia_fallback
ceilidh,Cèilidh,medium,wikipedia_fallback
industrial rock,Industrial rock,high,wikidata
comptine,Nursery rhyme,high,wikidata
soviet synthpop,Post-punk,medium,wikipedia_fallback
balkan brass,Balkan brass,high,wikidata
deep sunset lounge,Arthur Lyman,medium,wikipedia_fallback
sunset lounge,Sunset Lounge,medium,wikipedia_fallback
louvor,Hymn,high,wikidata
sound effects,Borboletta,medium,wikipedia_fallback
african rock,Afro rock,medium,wikipedia_fallback
rock progresivo mexicano,Corridos tumbados,medium,wikipedia_fallback
deep hardcore punk,Hardcore punk,medium,wikipedia_fallback
colombian indie,Colombian rock,medium,wikipedia_fallback
chaotic black metal,Revenge (Canadian band),medium,wikipedia_fallback
madchester,Baggy,high,wikidata
italian industrial,Rublood,medium,wikipedia_fallback
historic classical performance,Indian classical music,medium,wikipedia_fallback
pony,My Little Pony: Rainbow Roadtrip,medium,wikipedia_fallback
deep classic garage rock,List of music genres and styles,medium,wikipedia_fallback
chapman stick,Chapman Stick,medium,wikipedia_fallback
indonesian worship,List of music genres and styles,medium,wikipedia_fallback
cologne indie,Electronic music,medium,wikipedia_fallback
abstract hip hop,Progressive rap,medium,wikipedia_fallback
rock alagoano,Paêbirú,medium,wikipedia_fallback
paracana,,none,unmatched
panpipe,Siku (instrument),medium,wikipedia_fallback
cyberpunk,Japanese cyberpunk,medium,wikipedia_fallback
dubsteppe,,none,unmatched
beats,Vaporwave,medium,wikipedia_fallback
african electronic,African Electronic Dance Music,medium,wikipedia_fallback
ambient industrial,Ambient industrial,high,wikidata
turkish electronic,Can Atilla,medium,wikipedia_fallback
modern downshift,Q.U.E.E.N.,medium,wikipedia_fallback
north east england indie,Indie music scene,medium,wikipedia_fallback
venezuelan rock,Venezuelan rock,high,wikidata
zolo,Zolo (music genre),medium,wikipedia_fallback
austindie,,none,unmatched
japanese psychedelic rock,Boris (band),medium,wikipedia_fallback
lo-fi indie,Slacker rock,high,wikidata
turntablism,Turntablism,high,wikidata
dark minimal techno,2007 (album),medium,wikipedia_fallback
austrian techno,Nachtmahr (band),medium,wikipedia_fallback
broadway,Show tune,medium,wikipedia_fallback
comic,Opera buffa,medium,wikipedia_fallback
bangladeshi indie,Joler Gaan,medium,wikipedia_fallback
bruneian pop,Aziz Harun,medium,wikipedia_fallback
kazakh indie,List of music genres and styles,medium,wikipedia_fallback
nubian traditional,Music of Egypt,medium,wikipedia_fallback
new wave,New wave music,high,wikidata
rock piauiense,Whindersson Nunes,medium,wikipedia_fallback
experimental bass,Tchami,medium,wikipedia_fallback
italian disco,Italo disco,high,wikidata
world devotional,Islam and music,medium,wikipedia_fallback
bristol indie,Oliver Wilde,medium,wikipedia_fallback
neo r&b,Contemporary R&B,high,wikidata
vocal house,House music,medium,wikipedia_fallback
hip-hop experimental,Industrial hip-hop,medium,wikipedia_fallback
indian techno,Chathur Mukham,medium,wikipedia_fallback
comptine africaine,,none,unmatched
caucasian folk,Alois Melichar,medium,wikipedia_fallback
chillstep,Chillstep,high,wikidata
puerto rican indie,Los Wálters,medium,wikipedia_fallback
balalaika,Balalaika,medium,wikipedia_fallback
indian rock,Indian rock,high,wikidata
slovak rock,Collegium Musicum (band),medium,wikipedia_fallback
